date,site_name,sensor_id,avg_corr,peak_std,critical_value,daily_peak,peak_ratio,spread,total_count,label
20241003,원주시,15018524,0.53,7.74,0.0,4.0,48.61,27.0,720.0,0
20241004,원주시,15018524,0.775,3.18,4.0,18.0,61.11,33.0,720.0,0
20241005,원주시,15018524,0.632,3.35,1.0,13.0,45.56,23.0,720.0,0
20241006,원주시,15018524,0.632,6.43,0.0,17.0,57.5,21.0,720.0,0
20241007,원주시,15018524,0.492,5.19,0.0,13.0,50.97,22.0,720.0,0
20241008,원주시,15018524,0.513,4.22,0.0,13.0,45.42,42.0,720.0,0
20241009,원주시,15018524,0.445,3.39,0.0,2.0,55.28,17.0,720.0,0
20241010,원주현장,15018524,0.576,2.62,0.0,3.0,70.0,13.0,720.0,0
20241011,원주현장,15018524,0.551,4.84,0.0,0.0,53.33,16.0,720.0,0
20241012,원주현장,15018524,0.497,3.02,0.0,13.0,51.39,19.0,720.0,0
20241013,원주현장,15018524,0.5,3.14,2.0,13.0,51.53,30.0,720.0,0
20241014,원주현장,15018524,0.564,2.89,0.0,14.0,48.61,24.0,720.0,0
20241015,원주현장,15018524,0.398,5.47,0.0,2.0,50.28,17.0,720.0,0
20241016,원주현장,15018524,0.663,1.8,4.0,9.0,73.47,14.0,720.0,0
20241017,원주현장,15018524,0.836,1.38,7.0,16.0,67.22,51.0,720.0,0
20241018,원주현장,15018524,0.856,0.47,8.0,15.0,65.69,52.0,720.0,0
20241019,원주현장,15018524,0.809,1.57,10.0,18.0,70.83,39.0,720.0,0
20241020,원주현장,15018524,0.922,1.07,11.0,21.0,63.06,40.0,720.0,0
20241021,원주현장,15018524,0.904,0.75,10.0,17.0,67.92,32.0,720.0,1
20241022,원주현장,15018524,0.894,1.6,11.0,17.0,71.11,38.0,720.0,1
20241023,원주현장,15018524,0.884,2.11,13.0,22.0,56.81,34.0,720.0,0
20241024,원주현장,15018524,0.877,1.67,8.0,15.0,62.08,38.0,720.0,0
20241025,원주현장,15018524,0.803,2.89,7.0,21.0,42.36,43.0,720.0,0
20241026,원주현장,15018524,0.367,6.01,4.0,14.0,36.53,55.0,720.0,0
20241027,원주현장,15018524,0.916,1.11,7.0,14.0,67.64,31.0,720.0,0
20241028,원주현장,15018524,0.864,0.69,6.0,16.0,63.47,31.0,720.0,0
20241029,원주현장,15018524,0.901,1.8,6.0,14.0,61.94,48.0,720.0,0
20241030,원주현장,15018524,0.872,1.29,8.0,14.0,66.94,40.0,720.0,0
20241031,원주현장,15018524,0.835,3.24,7.0,16.0,51.39,38.0,720.0,0
20241101,원주현장,15018524,0.875,1.6,6.0,16.0,62.22,56.0,720.0,0
20241102,원주현장,15018524,0.922,0.5,6.0,15.0,68.19,42.0,720.0,0
20241103,원주현장,15018524,0.824,2.11,6.0,14.0,61.25,41.0,720.0,0
20241104,원주현장,15018524,0.896,2.11,12.0,22.0,58.75,24.0,720.0,0
20241105,원주현장,15018524,0.829,0.9,7.0,15.0,65.28,33.0,720.0,0
20241106,원주현장,15018524,0.831,1.67,9.0,14.0,57.92,34.0,720.0,0
20241107,원주현장,15018524,0.872,0.75,8.0,16.0,65.28,57.0,720.0,0
20241108,원주현장,15018524,0.806,2.63,9.0,15.0,52.5,35.0,720.0,0
20241109,원주현장,15018524,0.842,1.8,9.0,20.0,51.81,46.0,720.0,0
20241110,원주현장,15018524,0.817,2.06,7.0,14.0,52.36,39.0,720.0,0
20241111,원주현장,15018524,0.691,5.59,7.0,14.0,51.25,34.0,720.0,0
20241112,원주현장,15018524,0.882,1.57,1.0,9.0,69.44,29.0,720.0,0
20250205,고흥현장,16113831,0.551,6.21,12.0,27.0,28.75,60.0,720.0,0
20250205,부산현장,16083023,0.799,2.67,26.0,33.0,59.03,34.0,720.0,0
20250205,부안군,16082927,0.766,1.71,13.0,18.0,73.06,23.0,720.0,0
20250205,아산현장,13036936,0.802,1.46,3.0,11.0,67.5,26.0,720.0,0
20250205,아산현장,15018652,0.771,4.23,5.0,21.0,54.17,28.0,720.0,0
20250205,아산현장,15050020,0.728,5.22,5.0,22.0,51.25,28.0,720.0,0
20250205,아산현장,15050046,0.85,2.11,2.0,12.0,68.75,29.0,720.0,0
20250205,아산현장,15092011,0.759,1.34,5.0,16.0,69.72,26.0,720.0,0
20250205,아산현장,15092398,0.761,3.95,0.0,16.0,56.25,29.0,720.0,0
20250205,아산현장,16082870,0.754,2.85,0.0,10.0,61.25,30.0,720.0,0
20250205,아산현장,16083277,0.679,2.91,0.0,9.0,58.06,24.0,720.0,0
20250205,아산현장,16113727,0.722,6.62,3.0,24.0,48.06,26.0,720.0,0
20250205,임대,15092099,0.819,1.7,25.0,33.0,61.25,28.0,720.0,0
20250205,장성군(납품예비),15092075,0.898,0.69,2.0,8.0,83.89,17.0,720.0,0
20250205,장성군(납품예비),16083399,0.955,0.47,5.0,10.0,95.69,24.0,720.0,0
20250205,장성군(납품예비),19090729,0.892,1.8,20.0,26.0,77.78,32.0,720.0,1
20250206,고흥현장,16113831,0.617,6.37,14.0,33.0,30.14,62.0,720.0,0
20250206,부산현장,16083023,0.854,1.63,23.0,33.0,67.78,38.0,720.0,0
20250206,부안군,16082927,0.569,3.8,13.0,17.0,35.97,21.0,720.0,0
20250206,아산현장,13036936,0.878,2.5,4.0,12.0,76.53,30.0,720.0,0
20250206,아산현장,15018652,0.8,2.41,3.0,13.0,54.86,34.0,720.0,0
20250206,아산현장,15050020,0.871,1.89,5.0,14.0,72.08,29.0,720.0,0
20250206,아산현장,15050046,0.812,3.45,9.0,20.0,53.19,24.0,720.0,0
20250206,아산현장,15092011,0.839,2.69,5.0,16.0,64.58,33.0,720.0,0
20250206,아산현장,15092398,0.806,3.37,4.0,22.0,48.47,36.0,720.0,0
20250206,아산현장,16082870,0.792,3.24,5.0,12.0,54.03,31.0,720.0,0
20250206,아산현장,16083277,0.861,2.45,0.0,8.0,63.61,22.0,720.0,0
20250206,아산현장,16113727,0.906,1.63,7.0,15.0,74.86,28.0,720.0,0
20250206,임대,15092099,0.875,1.95,26.0,31.0,59.86,33.0,720.0,0
20250206,장성군(납품예비),15092075,0.849,0.69,1.0,8.0,86.39,28.0,720.0,0
20250206,장성군(납품예비),16083399,0.88,0.82,5.0,12.0,86.94,30.0,720.0,0
20250206,장성군(납품예비),19090729,0.814,0.9,9.0,13.0,79.86,33.0,720.0,0
20250207,고흥현장,16113831,0.599,7.93,17.0,28.0,23.33,64.0,720.0,0
20250207,부산현장,16083023,0.909,1.26,27.0,38.0,66.94,38.0,720.0,1
20250207,부안군,16082927,0.777,3.04,13.0,22.0,57.22,24.0,720.0,0
20250207,아산현장,13036936,0.968,0.0,0.0,0.0,79.58,25.0,720.0,0
20250207,아산현장,15018652,0.806,1.57,0.0,5.0,50.97,42.0,720.0,0
20250207,아산현장,15050020,0.943,0.0,0.0,0.0,70.97,37.0,720.0,0
20250207,아산현장,15050046,0.974,0.0,0.0,0.0,75.28,37.0,720.0,0
20250207,아산현장,15092011,0.923,0.37,0.0,0.0,73.89,30.0,720.0,0
20250207,아산현장,15092398,0.823,1.49,0.0,0.0,35.56,44.0,720.0,0
20250207,아산현장,16082870,0.822,0.75,0.0,0.0,30.14,35.0,720.0,0
20250207,아산현장,16083277,0.996,0.0,0.0,0.0,90.83,28.0,720.0,0
20250207,아산현장,16113727,0.96,0.0,0.0,0.0,83.47,26.0,720.0,0
20250207,임대,15092099,0.911,0.58,25.0,31.0,74.44,27.0,720.0,1
20250207,장성군(납품예비),15092075,0.755,1.57,5.0,12.0,77.08,20.0,720.0,0
20250207,장성군(납품예비),16083399,0.516,2.29,9.0,18.0,59.03,17.0,720.0,0
20250207,장성군(납품예비),19090729,0.754,1.46,11.0,16.0,92.22,24.0,720.0,0
20250208,고흥현장,16113831,0.682,3.99,9.0,23.0,38.75,44.0,720.0,0
20250208,부산현장,16083023,0.923,1.34,26.0,35.0,70.42,41.0,720.0,1
20250208,부안군,16082927,0.878,2.56,12.0,17.0,69.03,27.0,720.0,1
20250208,아산현장,13036936,0.736,4.67,0.0,0.0,63.33,28.0,720.0,0
20250208,아산현장,15018652,0.681,4.73,0.0,6.0,39.86,42.0,720.0,0
20250208,아산현장,15050020,0.899,0.0,0.0,0.0,63.19,35.0,720.0,0
20250208,아산현장,15050046,0.81,5.22,0.0,0.0,50.28,37.0,720.0,0
20250208,아산현장,15092011,0.863,3.73,0.0,0.0,62.78,42.0,720.0,0
20250208,아산현장,15092398,0.68,9.81,0.0,0.0,29.72,41.0,720.0,0
20250208,아산현장,16082870,0.761,7.45,0.0,0.0,30.0,42.0,720.0,0
20250208,아산현장,16083277,0.93,0.0,0.0,0.0,76.25,31.0,720.0,0
20250208,아산현장,16113727,0.899,0.0,0.0,0.0,72.92,30.0,720.0,0
20250208,영암군,16083097,0.84,1.49,1.0,10.0,68.06,18.0,720.0,0
20250208,임대,15092099,0.872,0.69,24.0,30.0,68.89,35.0,720.0,1
20250208,장성군(납품예비),15092075,0.918,0.69,3.0,8.0,92.36,14.0,720.0,0
20250208,장성군(납품예비),16083399,0.946,0.94,6.0,12.0,85.83,14.0,720.0,0
20250208,장성군(납품예비),19090729,0.915,1.25,11.0,15.0,96.81,22.0,720.0,0
20250209,고흥현장,16113831,0.534,4.92,11.0,23.0,31.39,65.0,720.0,0
20250209,부산현장,16083023,0.914,1.37,28.0,34.0,74.03,30.0,720.0,1
20250209,부안군,16082927,0.954,0.82,13.0,17.0,92.08,15.0,720.0,1
20250209,아산현장,13036936,0.923,0.0,0.0,0.0,66.94,39.0,720.0,0
20250209,아산현장,15018652,0.76,2.54,0.0,5.0,42.22,53.0,720.0,0
20250209,아산현장,15050020,0.967,0.0,0.0,0.0,68.89,43.0,720.0,0
20250209,아산현장,15050046,0.908,0.75,0.0,0.0,61.81,42.0,720.0,0
20250209,아산현장,15092011,0.946,0.0,0.0,0.0,67.22,45.0,720.0,0
20250209,아산현장,15092398,0.749,1.49,0.0,0.0,29.44,50.0,720.0,0
20250209,아산현장,16082870,0.803,1.86,0.0,0.0,30.28,52.0,720.0,0
20250209,아산현장,16083277,0.993,0.0,0.0,0.0,84.03,32.0,720.0,0
20250209,아산현장,16113727,0.968,0.0,0.0,0.0,79.17,28.0,720.0,0
20250209,영암현장,15092465,0.888,2.71,2.0,12.0,59.72,21.0,720.0,0
20250209,영암현장,16083097,0.837,2.43,0.0,9.0,59.17,21.0,720.0,0
20250209,임대,15092099,0.845,0.75,25.0,30.0,53.19,28.0,720.0,0
20250209,장성군(납품예비),15092075,0.954,0.94,3.0,9.0,92.36,10.0,720.0,0
20250209,장성군(납품예비),16083399,0.944,0.5,7.0,11.0,93.33,10.0,720.0,0
20250209,장성군(납품예비),19090729,0.974,0.0,11.0,15.0,96.11,31.0,720.0,0
20250210,고흥현장,16113831,0.675,4.54,15.0,32.0,36.25,64.0,720.0,0
20250210,부산현장,16083023,0.896,0.96,27.0,35.0,70.56,42.0,720.0,1
20250210,부안군,16082927,0.926,0.47,12.0,17.0,86.81,26.0,720.0,1
20250210,아산현장,13036936,0.642,5.96,0.0,0.0,73.19,24.0,720.0,0
20250210,아산현장,15018652,0.555,9.87,0.0,2.0,49.17,36.0,720.0,0
20250210,아산현장,15050020,0.658,7.45,0.0,0.0,72.5,29.0,720.0,0
20250210,아산현장,15050046,0.685,5.96,0.0,0.0,73.75,28.0,720.0,0
20250210,아산현장,15092011,0.645,4.84,0.0,0.0,73.89,25.0,720.0,0
20250210,아산현장,15092398,0.529,8.77,0.0,0.0,40.28,34.0,720.0,0
20250210,아산현장,16082870,0.548,8.06,0.0,0.0,41.94,36.0,720.0,0
20250210,아산현장,16083277,0.77,2.98,0.0,0.0,82.5,20.0,720.0,0
20250210,아산현장,16113727,0.721,1.49,0.0,0.0,82.64,18.0,720.0,0
20250210,영암현장,15092465,0.86,2.27,4.0,14.0,69.03,21.0,720.0,0
20250210,영암현장,16083097,0.829,1.7,0.0,10.0,61.11,19.0,720.0,0
20250210,임대,15092099,0.946,0.47,24.0,30.0,82.5,36.0,720.0,2
20250210,장성군(납품예비),15092075,0.892,0.75,3.0,9.0,91.39,13.0,720.0,0
20250210,장성군(납품예비),16083399,0.961,0.37,6.0,11.0,95.14,20.0,720.0,0
20250210,장성군(납품예비),19090729,0.929,0.37,11.0,15.0,94.03,19.0,720.0,0
20250211,고흥현장,16113831,0.571,2.63,16.0,33.0,33.75,65.0,720.0,0
20250211,부산현장,16083023,0.85,1.57,29.0,37.0,67.78,37.0,720.0,0
20250211,부안군,16082927,0.814,3.2,14.0,19.0,46.67,27.0,720.0,0
20250211,아산현장,13036936,0.953,0.0,0.0,0.0,80.69,36.0,720.0,0
20250211,아산현장,15018652,0.741,1.97,0.0,7.0,47.08,43.0,720.0,0
20250211,아산현장,15050020,0.935,0.0,0.0,0.0,70.0,43.0,720.0,0
20250211,아산현장,15050046,0.923,0.0,0.0,0.0,64.72,37.0,720.0,0
20250211,아산현장,15092011,0.917,0.75,0.0,0.0,69.44,35.0,720.0,0
20250211,아산현장,15092398,0.813,0.0,0.0,0.0,42.5,43.0,720.0,0
20250211,아산현장,16082870,0.814,0.0,0.0,0.0,37.92,40.0,720.0,0
20250211,아산현장,16083277,0.99,0.0,0.0,0.0,85.56,30.0,720.0,0
20250211,아산현장,16113727,0.976,0.0,0.0,0.0,83.61,30.0,720.0,0
20250211,영암현장,15092465,0.932,0.75,11.0,17.0,90.0,15.0,720.0,1
20250211,영암현장,16083097,0.785,1.49,5.0,9.0,82.78,11.0,720.0,0
20250211,임대,15092099,0.889,0.75,24.0,31.0,77.36,29.0,720.0,1
20250211,장성군(납품예비),15092075,0.631,1.95,4.0,13.0,73.33,17.0,720.0,0
20250211,장성군(납품예비),16083399,0.534,3.14,9.0,14.0,51.39,21.0,720.0,0
20250211,장성군(납품예비),19090729,0.667,2.05,12.0,21.0,60.0,14.0,720.0,0
20250212,고흥현장,16113831,0.688,2.49,20.0,33.0,39.03,52.0,720.0,0
20250212,부산현장,16083023,0.91,1.7,33.0,43.0,71.39,39.0,720.0,1
20250212,부안군,16082927,0.881,1.11,13.0,20.0,84.86,17.0,720.0,1
20250212,아산현장,13036936,0.836,2.41,0.0,5.0,75.56,29.0,720.0,0
20250212,아산현장,15018652,0.83,0.69,0.0,5.0,66.67,39.0,720.0,0
20250212,아산현장,15050020,0.772,2.24,0.0,6.0,69.17,42.0,720.0,0
20250212,아산현장,15050046,0.956,0.75,0.0,0.0,79.86,32.0,720.0,0
20250212,아산현장,15092011,0.926,1.12,1.0,7.0,88.47,25.0,720.0,0
20250212,아산현장,15092398,0.926,0.75,0.0,0.0,67.64,41.0,720.0,0
20250212,아산현장,16082870,0.832,2.43,0.0,8.0,67.64,39.0,720.0,0
20250212,아산현장,16083277,0.962,0.37,0.0,0.0,86.81,21.0,720.0,0
20250212,아산현장,16113727,0.945,0.76,0.0,0.0,87.36,27.0,720.0,0
20250212,영암현장,15092465,0.967,0.0,24.0,28.0,97.36,11.0,720.0,1
20250212,영암현장,16083097,0.78,2.29,10.0,24.0,53.47,25.0,720.0,0
20250212,임대,15092099,0.894,0.58,26.0,31.0,82.22,30.0,720.0,1
20250212,장성군(납품예비),15092075,0.881,1.41,1.0,8.0,82.22,24.0,720.0,0
20250212,장성군(납품예비),16083399,0.895,1.25,4.0,10.0,84.86,22.0,720.0,0
20250212,장성군(납품예비),19090729,0.866,0.58,8.0,14.0,80.28,33.0,720.0,0
20250213,고흥현장,16113831,0.688,2.67,33.0,49.0,37.92,38.0,720.0,0
20250213,부산현장,16083023,0.867,1.11,28.0,36.0,70.14,30.0,720.0,0
20250213,부안군,16082927,0.856,1.71,15.0,22.0,84.44,17.0,720.0,0
20250213,아산현장,13036936,0.899,1.21,0.0,2.0,82.08,28.0,720.0,0
20250213,아산현장,15018652,0.706,2.03,0.0,8.0,44.03,43.0,720.0,0
20250213,아산현장,15050020,0.758,1.46,0.0,0.0,56.94,31.0,720.0,0
20250213,아산현장,15050046,0.833,0.0,0.0,0.0,60.14,33.0,720.0,0
20250213,아산현장,15092011,0.83,0.75,0.0,3.0,79.44,32.0,720.0,0
20250213,아산현장,15092398,0.674,1.8,0.0,0.0,31.67,39.0,720.0,0
20250213,아산현장,16082870,0.597,4.49,0.0,0.0,37.08,41.0,720.0,0
20250213,아산현장,16083277,0.98,0.0,0.0,0.0,89.58,23.0,720.0,0
20250213,아산현장,16113727,0.912,0.0,0.0,0.0,81.11,24.0,720.0,0
20250213,영암현장,15092465,0.958,0.47,26.0,29.0,94.72,16.0,720.0,1
20250213,영암현장,16083097,0.787,3.04,2.0,12.0,42.78,33.0,720.0,0
20250213,임대,15092099,0.703,0.75,26.0,31.0,58.75,27.0,720.0,0
20250213,임대,16082509,0.906,0.9,13.0,22.0,71.25,32.0,720.0,1
20250213,장성군(납품예비),15092075,0.891,1.38,1.0,8.0,86.81,25.0,720.0,0
20250213,장성군(납품예비),16083399,0.898,0.69,5.0,10.0,93.33,32.0,720.0,0
20250213,장성군(납품예비),19090729,0.887,0.9,10.0,13.0,78.33,35.0,720.0,0
20250214,고흥현장,16113831,0.524,9.03,18.0,30.0,26.11,57.0,720.0,0
20250214,부산현장,16082509,0.946,1.0,32.0,40.0,83.19,38.0,720.0,2
20250214,부산현장,16083023,0.885,1.61,28.0,36.0,69.03,38.0,720.0,1
20250214,부안군,16082927,0.869,0.75,12.0,20.0,83.33,24.0,720.0,0
20250214,아산현장,13036936,0.952,0.75,0.0,0.0,78.19,31.0,720.0,0
20250214,아산현장,15018652,0.834,1.7,26.0,42.0,54.58,36.0,720.0,0
20250214,아산현장,15050020,0.902,0.94,0.0,9.0,77.78,31.0,720.0,0
20250214,아산현장,15050046,0.935,1.25,11.0,18.0,76.53,38.0,720.0,1
20250214,아산현장,15092011,0.948,0.94,29.0,35.0,84.86,17.0,720.0,2
20250214,아산현장,15092398,0.93,1.11,0.0,0.0,68.61,26.0,720.0,0
20250214,아산현장,16082585,0.286,3.77,30.0,32.0,74.17,16.0,720.0,0
20250214,아산현장,16082870,0.768,0.37,0.0,12.0,58.47,47.0,720.0,0
20250214,아산현장,16083277,0.688,3.8,0.0,13.0,52.36,54.0,720.0,0
20250214,아산현장,16113727,0.869,1.8,0.0,8.0,69.72,39.0,720.0,0
20250214,영암현장,15092465,0.837,2.05,2.0,14.0,51.25,53.0,720.0,0
20250214,영암현장,16083097,0.757,2.54,3.0,13.0,50.42,28.0,720.0,0
20250214,임대,15092099,0.841,3.09,25.0,30.0,64.44,27.0,720.0,0
20250214,장성군(납품예비),15092036,0.859,2.05,10.0,18.0,64.44,27.0,720.0,0
20250214,장성군(납품예비),15092075,0.503,6.96,9.0,31.0,41.39,26.0,720.0,0
20250214,장성군(납품예비),16083399,0.923,0.69,32.0,42.0,84.58,17.0,720.0,2
20250214,장성군(납품예비),19090729,0.927,0.47,7.0,14.0,82.78,24.0,720.0,0
20250215,고흥현장,16113831,0.529,8.23,18.0,31.0,24.31,65.0,720.0,0
20250215,부산현장,16082509,0.936,0.5,32.0,40.0,83.61,24.0,720.0,2
20250215,부산현장,16083023,0.902,0.76,28.0,35.0,67.92,33.0,720.0,1
20250215,부안군,16082927,0.862,0.5,14.0,19.0,66.11,25.0,720.0,0
20250215,아산현장,13036936,0.873,3.0,9.0,22.0,57.5,39.0,720.0,0
20250215,아산현장,15018652,0.924,1.46,19.0,29.0,69.44,37.0,720.0,1
20250215,아산현장,15050020,0.911,1.34,9.0,19.0,78.06,46.0,720.0,1
20250215,아산현장,15050046,0.905,1.49,7.0,12.0,88.06,17.0,720.0,0
20250215,아산현장,15092011,0.947,0.75,33.0,37.0,80.56,15.0,720.0,2
20250215,아산현장,15092398,0.829,1.57,11.0,19.0,79.44,41.0,720.0,0
20250215,아산현장,16082585,0.386,2.13,24.0,26.0,67.22,19.0,720.0,0
20250215,아산현장,16082870,0.67,8.18,0.0,21.0,27.5,41.0,720.0,0
20250215,아산현장,16083277,0.608,3.1,0.0,9.0,53.75,53.0,720.0,0
20250215,아산현장,16113727,0.882,1.21,3.0,13.0,76.53,39.0,720.0,0
20250215,영암현장,15092465,0.822,1.53,0.0,9.0,58.47,37.0,720.0,0
20250215,영암현장,16083097,0.857,2.91,1.0,12.0,58.75,29.0,720.0,0
20250215,임대,15092099,0.858,0.69,25.0,31.0,70.42,31.0,720.0,0
20250215,장성군(납품예비),15092036,0.848,0.37,11.0,21.0,59.86,31.0,720.0,0
20250215,장성군(납품예비),15092075,0.875,1.57,10.0,21.0,59.44,45.0,720.0,0
20250215,장성군(납품예비),16083399,0.927,0.69,33.0,44.0,82.5,18.0,720.0,2
20250215,장성군(납품예비),19090729,0.827,1.34,4.0,12.0,77.22,20.0,720.0,0
20250216,고흥현장,16113831,0.569,6.42,16.0,32.0,28.47,62.0,720.0,0
20250216,부산현장,16082509,0.94,0.37,33.0,39.0,85.28,23.0,720.0,2
20250216,부산현장,16083023,0.882,0.94,29.0,35.0,71.53,30.0,720.0,1
20250216,부안군,16082927,0.942,0.9,13.0,18.0,87.92,24.0,720.0,1
20250216,아산현장,13036936,0.738,2.75,11.0,21.0,45.42,35.0,720.0,0
20250216,아산현장,15018652,0.886,1.7,19.0,29.0,63.47,42.0,720.0,0
20250216,아산현장,15050020,0.901,1.21,7.0,18.0,74.03,57.0,720.0,1
20250216,아산현장,15050046,0.924,0.47,7.0,9.0,89.44,16.0,720.0,0
20250216,아산현장,15092011,0.905,1.25,30.0,36.0,77.5,17.0,720.0,1
20250216,아산현장,15092398,0.772,1.37,10.0,18.0,90.0,16.0,720.0,0
20250216,아산현장,16082585,0.567,2.36,22.0,25.0,80.56,20.0,720.0,0
20250216,아산현장,16082870,0.707,7.99,0.0,17.0,26.25,43.0,720.0,0
20250216,아산현장,16083277,0.561,3.9,0.0,14.0,34.58,38.0,720.0,0
20250216,아산현장,16113727,0.774,3.06,2.0,11.0,62.36,23.0,720.0,0
20250216,영암현장,15092465,0.864,0.96,9.0,18.0,67.64,58.0,720.0,0
20250216,영암현장,16083097,0.94,0.69,8.0,20.0,87.36,16.0,720.0,1
20250216,임대,15092099,0.911,0.37,26.0,32.0,68.19,31.0,720.0,1
20250216,장성군(납품예비),15092036,0.851,1.57,17.0,30.0,58.33,30.0,720.0,0
20250216,장성군(납품예비),15092075,0.86,1.8,11.0,21.0,56.39,48.0,720.0,0
20250216,장성군(납품예비),16083399,0.816,1.6,2.0,10.0,44.44,28.0,720.0,0
20250216,장성군(납품예비),19090729,0.654,2.91,2.0,12.0,55.0,27.0,720.0,0
20250217,고흥현장,16113831,0.715,2.34,24.0,45.0,38.06,38.0,720.0,0
20250217,부산현장,16082509,0.954,0.96,33.0,38.0,84.86,27.0,720.0,2
20250217,부산현장,16083023,0.917,1.26,28.0,35.0,66.81,32.0,720.0,0
20250217,부안군,16082927,0.946,1.15,16.0,22.0,89.03,30.0,720.0,1
20250217,아산현장,13036936,0.782,1.11,19.0,32.0,44.58,48.0,720.0,0
20250217,아산현장,15018652,0.896,1.25,19.0,28.0,57.36,22.0,720.0,0
20250217,아산현장,15050020,0.878,1.86,12.0,23.0,65.97,31.0,720.0,0
20250217,아산현장,15050046,0.878,1.61,9.0,12.0,69.86,29.0,720.0,0
20250217,아산현장,15092011,0.915,1.07,25.0,35.0,70.28,22.0,720.0,1
20250217,아산현장,15092398,0.883,1.11,13.0,20.0,93.89,14.0,720.0,1
20250217,아산현장,16082585,0.715,2.19,23.0,25.0,87.92,19.0,720.0,0
20250217,아산현장,16082870,0.727,5.12,0.0,15.0,31.53,39.0,720.0,0
20250217,아산현장,16083277,0.806,1.8,1.0,12.0,51.11,53.0,720.0,0
20250217,아산현장,16113727,0.914,0.82,7.0,14.0,79.44,28.0,720.0,0
20250217,영암현장,15092465,0.825,1.71,6.0,15.0,57.22,48.0,720.0,0
20250217,영암현장,16083097,0.843,2.43,3.0,11.0,62.08,27.0,720.0,0
20250217,임대,15092099,0.913,0.75,24.0,31.0,75.42,32.0,720.0,1
20250217,장성군(납품예비),15092036,0.86,2.05,24.0,39.0,57.22,23.0,720.0,0
20250217,장성군(납품예비),15092075,0.749,1.77,15.0,23.0,43.61,44.0,720.0,0
20250217,장성군(납품예비),16083399,0.8,4.28,3.0,18.0,48.61,49.0,720.0,0
20250217,장성군(납품예비),19090729,0.775,2.81,1.0,9.0,54.17,31.0,720.0,0
20250218,고흥현장,16113831,0.71,4.82,24.0,46.0,37.36,58.0,720.0,0
20250218,부산현장,16082509,0.945,0.75,32.0,39.0,87.22,21.0,720.0,2
20250218,부산현장,16083023,0.898,0.96,29.0,38.0,64.17,35.0,720.0,0
20250218,부안군,16082927,0.858,1.25,13.0,20.0,72.22,24.0,720.0,0
20250218,아산현장,13036936,0.672,3.18,13.0,24.0,39.17,46.0,720.0,0
20250218,아산현장,15018652,0.891,0.47,21.0,33.0,48.61,25.0,720.0,0
20250218,아산현장,15050020,0.918,1.46,9.0,19.0,78.61,43.0,720.0,1
20250218,아산현장,15050046,0.895,1.11,10.0,17.0,70.69,39.0,720.0,1
20250218,아산현장,15092011,0.917,0.5,33.0,38.0,81.94,40.0,720.0,2
20250218,아산현장,15092398,0.929,0.69,16.0,23.0,95.42,16.0,720.0,1
20250218,아산현장,16082585,0.605,1.15,24.0,25.0,88.47,17.0,720.0,0
20250218,아산현장,16082870,0.753,4.06,0.0,0.0,22.92,29.0,720.0,0
20250218,아산현장,16083277,0.841,3.24,1.0,14.0,49.58,54.0,720.0,0
20250218,아산현장,16113727,0.834,2.31,14.0,30.0,52.08,26.0,720.0,0
20250218,영암현장,15092465,0.876,1.11,0.0,7.0,76.11,24.0,720.0,0
20250218,영암현장,16083097,0.87,1.26,7.0,17.0,74.44,18.0,720.0,0
20250218,장성군(납품예비),15092036,0.815,3.1,11.0,26.0,52.22,47.0,720.0,0
20250218,장성군(납품예비),15092075,0.823,2.03,15.0,24.0,53.06,40.0,720.0,0
20250218,장성군(납품예비),16083399,0.919,0.75,37.0,45.0,89.17,27.0,720.0,2
20250218,장성군(납품예비),19090729,0.614,5.94,0.0,8.0,49.03,25.0,720.0,0
20250219,고흥현장,16113831,0.749,5.71,16.0,31.0,37.78,64.0,720.0,0
20250219,부산현장,16082509,0.957,0.58,32.0,38.0,90.83,25.0,720.0,2
20250219,부안군,16082927,0.919,0.5,13.0,20.0,87.64,24.0,720.0,1
20250219,아산현장,13036936,0.689,2.41,12.0,24.0,53.89,49.0,720.0,0
20250219,아산현장,15018652,0.818,2.34,21.0,35.0,50.97,39.0,720.0,0
20250219,아산현장,15050020,0.92,1.11,6.0,14.0,73.75,43.0,720.0,0
20250219,아산현장,15050046,0.927,0.82,9.0,18.0,68.33,32.0,720.0,1
20250219,아산현장,15092011,0.926,1.25,33.0,38.0,87.64,16.0,720.0,2
20250219,아산현장,15092398,0.943,0.82,10.0,17.0,95.69,25.0,720.0,1
20250219,아산현장,16082585,0.666,1.46,24.0,25.0,86.11,15.0,720.0,0
20250219,아산현장,16082870,0.797,5.01,0.0,8.0,34.44,31.0,720.0,0
20250219,아산현장,16083277,0.637,2.62,2.0,14.0,49.86,48.0,720.0,0
20250219,아산현장,16113727,0.884,1.8,24.0,35.0,68.19,19.0,720.0,1
20250219,영암현장,15092465,0.936,0.94,0.0,6.0,78.33,18.0,720.0,0
20250219,영암현장,16083097,0.858,1.86,2.0,11.0,59.72,26.0,720.0,0
20250219,울산현장,16083023,0.937,0.47,27.0,31.0,92.78,27.0,720.0,2
20250219,장성군(납품예비),15092036,0.724,3.13,12.0,21.0,48.33,45.0,720.0,0
20250219,장성군(납품예비),15092075,0.844,1.8,12.0,24.0,55.97,41.0,720.0,0
20250219,장성군(납품예비),16083399,0.875,1.53,29.0,46.0,64.44,27.0,720.0,0
